train_acc,train_loss,val_acc,val_loss
0.03711741734282718,4.289978,0.036754643206256106,4.5724115
0.06620473864326325,4.0214863,0.06208455522971651,4.007799
0.09713218248054313,3.8447092,0.09954789833822092,3.8494964
0.1262032897278799,3.6633236,0.12891006842619748,3.686325
0.15552795716730142,3.5029922,0.15145405669599216,3.4618306
0.18354756582215598,3.3476424,0.15206500488758554,3.671383
0.20737946403930008,3.2103574,0.17124877810361683,3.480381
0.2263678451178451,3.0986023,0.22082111436950144,3.1727693
0.24750269084285478,2.9794471,0.22898338220918862,3.0879798
0.26808901860131373,2.875339,0.26131476050830893,2.928267
0.28689835513606005,2.7792208,0.28329667644183776,2.829753
0.30320865761439536,2.697678,0.2991568914956012,2.6986256
0.31339901749737814,2.6318848,0.3064638318670577,2.683889
0.3322383672793509,2.553436,0.3220796676441838,2.5408838
0.33947569961914226,2.5018704,0.3288000977517106,2.5731091
0.3523003256609814,2.4533212,0.31454056695992183,2.6007257
0.36465784898161946,2.3944666,0.34243646138807426,2.4916415
0.3731433184302037,2.350109,0.3650048875855328,2.4286218
0.38179989788596347,2.3121436,0.35811339198435976,2.493845
0.39162181928575374,2.2741604,0.37691837732160305,2.411158
0.4009949218965613,2.2257857,0.35376344086021505,2.4200516
0.4094213997902522,2.1881263,0.38450635386119253,2.4093666
0.41442774741955074,2.1646686,0.40108748778103614,2.3096156
0.4237149500469172,2.129245,0.4183040078201369,2.1861238
0.4287620052988905,2.0978007,0.3932062561094819,2.2583566
0.4353942429762101,2.065611,0.41049608993157377,2.1996558
0.44166908152563894,2.0412323,0.39865591397849465,2.2728562
0.44439062758734893,2.0272193,0.4078934506353861,2.2487133
0.45311965281227573,1.9877535,0.42570869990224824,2.073094
0.4593206656731247,1.965646,0.4443548387096774,2.098276
0.4629526135673677,1.9428196,0.41947702834799605,2.1107192
0.4662444113263785,1.9326837,0.43796432062561097,2.0972636
0.4705880526577247,1.9106593,0.44104349951124144,2.031926
0.4782200419495502,1.8861474,0.4381964809384164,2.1338537
0.4815811806590495,1.8684624,0.4592253176930596,1.9967699
0.4864967985869626,1.845277,0.4524437927663734,2.0099385
0.4936489209030193,1.8278801,0.4652737047898339,2.0054758
0.49327841254070764,1.8155878,0.441458944281525,2.0689945
0.4991165065960147,1.7968553,0.4595552297165201,2.0360053
0.5038106474581885,1.7773095,0.48763440860215057,1.9165266
0.5033514792736105,1.7663742,0.46202346041055725,2.164168
0.5055293370867141,1.7611179,0.45675708699902257,2.015156
0.5095942346966937,1.7465442,0.4790078201368524,1.9502046
0.5120473864326323,1.7346102,0.4789711632453568,1.9888248
0.5172334685654358,1.716275,0.47584310850439876,1.9835546
0.5188534939559529,1.7069421,0.4864980449657869,1.9153414
0.5234689794116024,1.6894914,0.4851295210166178,1.9246061
0.5253608489264227,1.6886076,0.4936217008797654,1.8708738
0.5243528177954407,1.6773868,0.5009408602150537,1.8162174
0.5281755395484904,1.6678165,0.4753299120234605,1.9193153
0.5315356433184303,1.6524614,0.49499022482893446,1.8815756
0.5325740326764916,1.6447937,0.4986192570869991,1.8303928
0.536761398134349,1.6340481,0.5050708699902249,1.8496263
0.536919743886957,1.6252836,0.5010874877810362,1.8617731
0.5419981923055694,1.6174922,0.4966764418377321,1.8500035
0.5409280648010156,1.6145661,0.48256353861192575,1.8839165
0.546440152895071,1.5980506,0.49629765395894426,1.8791561
0.5456877518352928,1.5892841,0.480425219941349,1.9774987
0.5468648230943313,1.5837166,0.5064271749755621,1.8131679
0.5493193547496826,1.5820742,0.5097996089931573,1.7551572
0.5507379119059448,1.5728602,0.5157624633431085,1.7687372
0.553147596180383,1.5653623,0.4998533724340176,1.8610165
0.5557290804217034,1.5457193,0.5136485826001954,1.7542919
0.5585644698349616,1.5491945,0.5111192570869989,1.8036082
0.5582840012143291,1.5438522,0.4915322580645161,1.8381313
0.5603200723077771,1.5359313,0.5119745845552297,1.834027
0.5625855550035878,1.5209129,0.5209188660801564,1.7576449
0.5663924076833914,1.5207475,0.5201246334310852,1.7341845
0.5664803775459514,1.5136702,0.4983015640273705,1.8725016
0.5659911961141469,1.513367,0.5212487781036168,1.7268908
0.5689021361152509,1.4991584,0.5089076246334311,1.8306332
0.5717482199039576,1.4881684,0.5016129032258064,1.8222383
0.5743348788430755,1.4848905,0.5271871945259041,1.7480053
0.5740312965722801,1.4818983,0.5270039100684263,1.7774847
0.5741451399238285,1.4781297,0.5163489736070381,1.8573303
0.5779105950212508,1.4714352,0.5289222873900293,1.7837143
0.5811126980184357,1.457115,0.534286412512219,1.7142146
0.5794060826847713,1.4569272,0.5365591397849462,1.7218599
0.5836693437103274,1.4391772,0.5242913000977516,1.7173954
0.5839360131368329,1.4414668,0.5229594330400781,1.7315718
0.5839308384390351,1.4376941,0.5517595307917887,1.6515019
0.5849074764033781,1.4282521,0.5161534701857281,1.7850252
0.5898224043715848,1.4285142,0.5249999999999999,1.7457774
0.5894177430038086,1.4254545,0.5412512218963832,1.6969802
0.5878780979190816,1.4200788,0.535569403714565,1.7321637
0.5925601644863941,1.4108046,0.5428152492668621,1.6947958
0.5923552464536072,1.4089577,0.5441471163245357,1.6858377
0.5910153447038694,1.4048431,0.5413000977517106,1.6974739
0.5966426560688856,1.3970954,0.5436583577712609,1.7147939
0.592956546337694,1.3972734,0.5283724340175955,1.6826155
0.5967447701054259,1.3908082,0.5327590420332355,1.690984
0.5985472898382735,1.3773668,0.547067448680352,1.6579113
0.5983192581553237,1.3803457,0.5385508308895405,1.694247
0.601379229453,1.3698913,0.5307306940371456,1.7014196
0.6000886598222663,1.3731613,0.519941348973607,1.8068377
0.6032103825136613,1.3627809,0.5447091886608015,1.713639
0.6046551581387647,1.3599999,0.5493523949169111,1.6599216
0.6075381547717613,1.3488377,0.5379765395894427,1.7030993
0.6044643842799581,1.3446909,0.5399560117302052,1.7037389
0.6087131561516806,1.3418992,0.5428030303030303,1.7147028
0.6109807087266104,1.3384318,0.5294599217986315,1.7278283
