train_acc,train_loss,val_acc,val_loss
0.04197473367555335,4.327966,0.06933040078201369,4.1390266
0.07954993928354585,3.9558132,0.08930840664711633,3.8982606
0.10938655682508142,3.7457871,0.11399071358748776,3.7392068
0.13914865871833088,3.5665147,0.15186950146627565,3.464342
0.16605329248771872,3.4179335,0.1750366568914956,3.4268944
0.1880981950654082,3.2844522,0.18099951124144673,3.290205
0.21233199481150297,3.1319675,0.20301808406647118,3.1310256
0.23470807804824195,3.014797,0.22565982404692084,3.047874
0.254503367003367,2.9124844,0.2567815249266862,2.887769
0.27405786002097476,2.80391,0.26187683284457475,2.8849509
0.29005837059115747,2.7311857,0.26974584555229714,2.8196588
0.3062931224816471,2.6531734,0.2940004887585533,2.698052
0.320764337362698,2.5804732,0.3138440860215054,2.6053488
0.33747171165203954,2.5161967,0.3254398826979472,2.5236726
0.3431742286250483,2.4605181,0.31781524926686217,2.6232896
0.35747329855936416,2.404877,0.3252932551319648,2.5075936
0.36871067229673776,2.359545,0.35669599217986314,2.38849
0.37755078103438755,2.3095021,0.3477517106549365,2.377816
0.3886094552078158,2.2676005,0.36356304985337246,2.3538764
0.39603756140641383,2.2340424,0.3689271749755621,2.3545113
0.40274327979246016,2.2023237,0.3799120234604106,2.3508654
0.41263385218303256,2.1565824,0.38477517106549364,2.2526872
0.4177723270960976,2.1361074,0.4122067448680352,2.1692731
0.42085679196334935,2.112816,0.4099462365591398,2.2038255
0.427403129657228,2.0891087,0.4051319648093841,2.1895707
0.43496474305900534,2.0635352,0.4186461388074291,2.1013591
0.43782842082022405,2.0412083,0.41840175953079173,2.149309
0.443240119777005,2.0241773,0.3980938416422287,2.1895509
0.44902163713639126,2.0062385,0.41289100684261976,2.1322293
0.45244142242093066,1.9902617,0.4084433040078202,2.2203908
0.4558681073025336,1.9717729,0.4404325513196481,2.0667863
0.4598853976927747,1.9579904,0.4095918866080156,2.1889822
0.4634942319368548,1.9411088,0.3877565982404692,2.289064
0.4701813214108296,1.9212768,0.4237047898338221,2.115987
0.4702968896616437,1.9064342,0.4129032258064516,2.1745179
0.47508969476182594,1.896366,0.43231915933528836,2.1305208
0.47657483302975107,1.8800598,0.46251221896383193,1.9946187
0.4788344510680576,1.8706021,0.4528470185728251,2.002338
0.4807366699784733,1.8627107,0.43847751710654936,2.0373135
0.48210417011646517,1.8587707,0.44547898338220915,2.002718
0.48672655516917807,1.8436923,0.4469941348973607,1.9884808
0.4931752635646079,1.8245728,0.43274682306940376,2.1010284
0.49111228404261187,1.8217605,0.4587976539589443,1.9982922
0.49611035215543414,1.8085002,0.47361925708699903,1.8973763
0.49586852127835734,1.8059671,0.4369623655913978,2.0642848
0.5017100651321963,1.7854007,0.4776392961876833,1.899012
0.5032790335044434,1.7766627,0.4409457478005865,2.0130508
0.5041121598498647,1.7626966,0.49105571847507334,1.8435034
0.5043229425401556,1.7737247,0.45884652981427176,1.9795746
0.5087262653861014,1.7544874,0.4525048875855327,1.9390045
0.5087086714135893,1.7502835,0.46770527859237543,1.9168451
0.5118600623723574,1.7394285,0.46143695014662756,1.9605634
0.5145043329469559,1.7341254,0.4667399804496578,1.9558275
0.5157721339073797,1.7232394,0.4514173998044965,2.0148294
0.5172189794116023,1.7195357,0.4873044965786901,1.8760011
0.5205963321742011,1.7077881,0.4795454545454546,1.8559748
0.520338287244025,1.7061476,0.4863758553274683,1.8231614
0.5244176740078379,1.6905963,0.49176441837732165,1.8014683
0.5227493514378762,1.6930382,0.4554740957966764,2.0166745
0.5259735331456643,1.687696,0.4852150537634409,1.8266817
0.5267638819892917,1.6744605,0.5005865102639296,1.8400161
0.5311089032400508,1.6684651,0.4948435972629522,1.8191395
0.5326212949163769,1.6659048,0.4898704789833822,1.8437353
0.5333191891593531,1.659669,0.4790078201368524,1.8069661
0.5354111469890158,1.6511505,0.495772238514174,1.8511066
0.5366582491582491,1.6522812,0.4937438905180841,1.8391473
0.5361545785726114,1.6446737,0.47959433040078203,1.9001424
0.5400249075453994,1.6341875,0.4972507331378299,1.8282388
0.5392497378153115,1.63601,0.4977272727272727,1.8114243
0.5388761246343214,1.6255971,0.5004398826979471,1.7796637
0.5438686730694927,1.6166284,0.4919965786901271,1.7940985
0.5444582436385715,1.6081771,0.5065982404692082,1.8265502
0.5444158111166307,1.6063441,0.5066837732160312,1.7680418
0.5477265827675665,1.6046222,0.5067693059628544,1.8225963
0.544721118286692,1.6064472,0.5147605083088955,1.7563654
0.5488719158801125,1.5956048,0.5224462365591398,1.7092336
0.5520212369597616,1.5851756,0.48968719452590415,1.8288549
0.5528453938290004,1.5747026,0.5003787878787879,1.8034537
0.5503749931004029,1.5818274,0.5195992179863147,1.7427381
0.5540276397858365,1.5821774,0.49488025415444764,1.8364661
0.5547627918529558,1.5676793,0.520405669599218,1.6519372
0.5574139620246178,1.5676863,0.5174242424242423,1.7529833
0.5587152260307998,1.5595218,0.4975806451612903,1.7931732
0.5591678395981675,1.5539595,0.5104594330400782,1.7526373
0.559551802174753,1.5508498,0.5246578690127077,1.7439362
0.5609493155599713,1.5477449,0.518572825024438,1.7416273
0.5629343296351493,1.5431309,0.5113636363636364,1.7186964
0.5641514185571563,1.5352846,0.5201246334310851,1.6779432
0.5634304106640172,1.5321563,0.5153958944281525,1.7117574
0.5626238477672904,1.5304613,0.5265273704789835,1.6706938
0.563713294143622,1.5252259,0.521603128054741,1.73367
0.5690477176132913,1.516171,0.5234481915933529,1.7066456
0.5703155185737152,1.5192438,0.5352394916911045,1.6358036
0.5707574377656346,1.504417,0.5117790811339198,1.7188618
0.5726513771595738,1.5022829,0.5308284457478006,1.6964388
0.5739509162664901,1.4947168,0.5135386119257086,1.7290233
0.5769601755257493,1.4910053,0.5340420332355816,1.6690645
